order_id,sku_id,store_id,platform,order_date,payment_amount,quantity,user_id,is_coupon_used,raw_import_time
ORD20250225000242,SKU0016,STORE005,Tmall,2025-02-25,24.02,1,USER00271,1,2026-01-01 13:17:59
ORD20250805000243,SKU0060,STORE017,Taobao,2025-08-05,232.48,2,USER00208,1,2026-01-03 10:16:16
ORD20250207000244,SKU0007,STORE009,PDD,2025-02-07,3125.76,5,USER00155,1,2026-01-09 13:55:00
ORD20250502000245,SKU0078,STORE009,PDD,2025-05-02,832.03,1,USER00176,0,2026-01-09 23:50:55
ORD20251007000246,SKU0071,STORE019,PDD,2025-10-07,778.90,2,USER00153,0,2026-01-08 22:35:58
ORD20250701000247,SKU0023,STORE004,JD,2025-07-01,567.63,1,USER00187,1,2026-01-05 17:10:00
ORD20250604000248,SKU0073,STORE002,Tmall,2025-06-04,440.08,1,USER00121,1,2026-01-05 22:35:28
ORD20251031000249,SKU0009,STORE009,Tmall,2025-10-31,1061.73,2,USER00072,1,2026-01-08 15:28:29
ORD20250523000250,SKU0010,STORE008,Taobao,2025-05-23,497.49,1,USER00142,1,2026-01-03 07:12:06
ORD20250621000251,SKU0042,STORE019,Tmall,2025-06-21,917.81,2,USER00278,1,2026-01-01 15:24:49
ORD20250506000252,SKU0016,STORE013,JD,2025-05-06,81.06,3,USER00107,1,2026-01-01 23:45:01
ORD20251027000253,SKU0066,STORE008,JD,2025-10-27,3956.82,5,USER00118,0,2026-01-04 05:24:27
ORD20250310000254,SKU0077,STORE013,WeChat,2025-03-10,136.57,1,USER00078,1,2026-01-04 04:55:38
ORD20250320000255,SKU0069,STORE008,Douyin,2025-03-20,298.30,1,USER00231,1,2026-01-07 15:01:53
ORD20250215000256,SKU0052,STORE003,PDD,2025-02-15,675.87,1,USER00015,0,2026-01-01 14:33:34
ORD20251026000257,SKU0019,STORE010,Douyin,2025-10-26,299.25,1,USER00279,0,2026-01-07 13:39:39
ORD20250703000258,SKU0053,STORE015,PDD,2025-07-03,597.26,1,USER00140,1,2026-01-08 09:14:14
ORD20250516000259,SKU0027,STORE020,PDD,2025-05-16,536.43,1,USER00102,0,2026-01-03 12:19:10
ORD20250829000260,SKU0021,STORE014,JD,2025-08-29,714.92,2,USER00157,1,2026-01-07 12:10:59
ORD20250821000261,SKU0026,STORE001,JD,2025-08-21,599.45,4,USER00109,0,2026-01-04 03:42:16
ORD20251220000262,SKU0057,STORE011,Tmall,2025-12-20,705.68,1,USER00241,0,2026-01-06 19:19:27
ORD20251230000263,SKU0012,STORE006,JD,2025-12-30,121.93,4,USER00102,1,2026-01-03 01:38:41
ORD20250116000264,SKU0035,STORE020,Douyin,2025-01-16,666.13,1,USER00216,1,2026-01-08 03:21:35
ORD20251016000265,SKU0030,STORE017,JD,2025-10-16,709.68,1,USER00027,0,2026-01-04 20:17:17
ORD20250729000266,SKU0015,STORE014,Douyin,2025-07-29,196.67,1,USER00121,0,2026-01-02 08:36:05
ORD20250403000267,SKU0012,STORE003,Taobao,2025-04-03,160.60,4,USER00232,0,2026-01-04 01:59:46
ORD20250408000268,SKU0065,STORE015,Tmall,2025-04-08,1120.56,2,USER00103,0,2026-01-05 04:01:23
ORD20250808000269,SKU0009,STORE002,JD,2025-08-08,1665.00,4,USER00222,1,2026-01-03 12:22:56
ORD20250620000270,SKU0063,STORE004,Douyin,2025-06-20,1748.13,2,USER00204,0,2026-01-02 10:08:08
ORD20250104000271,SKU0029,STORE009,Taobao,2025-01-04,83.16,2,USER00176,0,2026-01-09 16:25:56
ORD20250519000272,SKU0005,STORE007,Tmall,2025-05-19,904.79,1,USER00249,0,2026-01-05 07:40:46
ORD20250213000273,SKU0061,STORE019,Tmall,2025-02-13,79.29,1,USER00116,0,2026-01-08 09:12:26
ORD20250325000274,SKU0027,STORE014,Tmall,2025-03-25,1792.00,4,USER00242,1,2026-01-04 23:04:10
ORD20250628000275,SKU0032,STORE003,Taobao,2025-06-28,560.25,1,USER00006,0,2026-01-06 13:52:46
ORD20250518000276,SKU0074,STORE004,WeChat,2025-05-18,262.62,1,USER00196,0,2026-01-03 20:03:01
ORD20250824000277,SKU0049,STORE014,JD,2025-08-24,1348.64,3,USER00131,1,2026-01-09 13:38:40
ORD20250704000278,SKU0019,STORE005,Taobao,2025-07-04,296.33,1,USER00286,1,2026-01-10 04:31:44
ORD20250316000279,SKU0062,STORE020,JD,2025-03-16,569.52,3,USER00033,0,2026-01-06 17:48:02
ORD20250531000280,SKU0052,STORE007,PDD,2025-05-31,1755.54,3,USER00074,0,2026-01-05 20:27:40
ORD20250714000281,SKU0008,STORE011,WeChat,2025-07-14,1648.55,4,USER00138,1,2026-01-02 18:09:53
ORD20250331000282,SKU0049,STORE002,Tmall,2025-03-31,1007.68,2,USER00030,0,2026-01-08 12:45:29
ORD20250126000283,SKU0058,STORE003,JD,2025-01-26,1210.61,2,USER00129,0,2026-01-04 09:48:08
ORD20250115000284,SKU0027,STORE015,PDD,2025-01-15,547.86,1,USER00255,0,2026-01-07 23:40:37
ORD20250712000285,SKU0043,STORE016,PDD,2025-07-12,707.01,2,USER00051,0,2026-01-05 11:04:10
ORD20250813000286,SKU0051,STORE011,Taobao,2025-08-13,1170.64,2,USER00024,0,2026-01-06 16:57:27
ORD20250723000287,SKU0004,STORE005,Tmall,2025-07-23,1022.12,1,USER00025,0,2026-01-10 16:28:11
ORD20250310000288,SKU0060,STORE010,Douyin,2025-03-10,115.52,1,USER00281,1,2026-01-08 17:53:42
ORD20251212000289,SKU0067,STORE012,Tmall,2025-12-12,427.45,1,USER00214,0,2026-01-07 17:15:10
ORD20251124000290,SKU0009,STORE011,Taobao,2025-11-24,564.68,1,USER00014,0,2026-01-06 09:27:18
ORD20250816000291,SKU0027,STORE015,Douyin,2025-08-16,1540.30,3,USER00286,0,2026-01-04 07:38:09
ORD20251014000292,SKU0033,STORE012,JD,2025-10-14,431.28,1,USER00268,0,2026-01-05 23:29:27
ORD20250602000293,SKU0029,STORE007,PDD,2025-06-02,32.96,1,USER00251,1,2026-01-09 21:08:05
ORD20251120000294,SKU0068,STORE018,JD,2025-11-20,193.70,1,USER00100,1,2026-01-08 05:15:21
ORD20250403000295,SKU0009,STORE009,Taobao,2025-04-03,453.27,1,USER00196,1,2026-01-06 11:31:24
ORD20250421000296,SKU0063,STORE005,Tmall,2025-04-21,724.65,1,USER00011,1,2026-01-07 09:43:50
ORD20251021000297,SKU0018,STORE002,Taobao,2025-10-21,774.77,1,USER00077,0,2026-01-04 01:10:45
ORD20251219000298,SKU0040,STORE013,Douyin,2025-12-19,972.55,1,USER00176,0,2026-01-05 15:22:53
ORD20250813000299,SKU0028,STORE002,JD,2025-08-13,1230.03,2,USER00265,0,2026-01-05 13:24:00
ORD20250131000300,SKU0055,STORE006,Taobao,2025-01-31,866.32,1,USER00288,0,2026-01-02 17:20:12
ORD20250703000301,SKU0080,STORE002,Tmall,2025-07-03,176.46,1,USER00156,0,2026-01-09 15:02:03
ORD20251124000302,SKU0006,STORE004,JD,2025-11-24,1059.30,2,USER00294,0,2026-01-07 06:16:08
ORD20250713000303,SKU0004,STORE010,PDD,2025-07-13,2560.39,3,USER00292,0,2026-01-04 02:40:34
ORD20250819000304,SKU0061,STORE014,JD,2025-08-19,79.85,1,USER00004,0,2026-01-07 08:05:37
ORD20250130000305,SKU0027,STORE010,JD,2025-01-30,440.57,1,USER00127,1,2026-01-08 09:42:06
ORD20250821000306,SKU0015,STORE009,PDD,2025-08-21,189.69,1,USER00176,1,2026-01-09 06:16:23
ORD20251001000307,SKU0050,STORE017,Douyin,2025-10-01,904.83,1,USER00070,0,2026-01-06 07:13:03
ORD20251108000308,SKU0052,STORE001,JD,2025-11-08,476.39,1,USER00162,1,2026-01-10 01:46:33
ORD20250118000309,SKU0044,STORE007,PDD,2025-01-18,376.61,2,USER00030,0,2026-01-08 17:58:12
ORD20250409000310,SKU0063,STORE002,PDD,2025-04-09,729.79,1,USER00073,1,2026-01-08 02:41:18
ORD20250625000311,SKU0056,STORE015,WeChat,2025-06-25,142.04,3,USER00291,1,2026-01-03 19:17:57
ORD20250318000312,SKU0001,STORE015,Taobao,2025-03-18,171.96,1,USER00064,0,2026-01-05 11:48:21
ORD20250508000313,SKU0069,STORE001,Taobao,2025-05-08,307.16,1,USER00149,0,2026-01-03 20:57:20
ORD20251026000314,SKU0058,STORE010,Tmall,2025-10-26,870.17,2,USER00293,1,2026-01-02 19:12:40
ORD20250605000315,SKU0058,STORE012,JD,2025-06-05,416.84,1,USER00103,1,2026-01-05 01:08:47
ORD20250429000316,SKU0067,STORE016,JD,2025-04-29,2117.33,5,USER00252,0,2026-01-09 18:53:04
ORD20250615000317,SKU0064,STORE010,JD,2025-06-15,895.99,1,USER00064,1,2026-01-09 08:33:59
ORD20251217000318,SKU0039,STORE013,JD,2025-12-17,109.54,1,USER00117,1,2026-01-08 06:20:45
ORD20251023000319,SKU0011,STORE004,Tmall,2025-10-23,306.05,1,USER00039,0,2026-01-08 14:19:14
ORD20250810000320,SKU0065,STORE004,Douyin,2025-08-10,490.20,1,USER00264,1,2026-01-02 07:01:58
ORD20251207000321,SKU0029,STORE001,Tmall,2025-12-07,42.13,1,USER00152,0,2026-01-03 22:27:27
ORD20250812000322,SKU0027,STORE017,JD,2025-08-12,1091.10,2,USER00109,0,2026-01-06 15:51:56
ORD20250516000323,SKU0041,STORE014,Taobao,2025-05-16,877.51,1,USER00059,0,2026-01-07 23:52:45
ORD20250814000324,SKU0043,STORE017,Taobao,2025-08-14,321.26,1,USER00299,1,2026-01-10 08:46:57
ORD20250313000325,SKU0032,STORE005,WeChat,2025-03-13,521.88,1,USER00286,1,2026-01-05 09:50:46
ORD20251221000326,SKU0013,STORE002,Taobao,2025-12-21,654.47,1,USER00220,1,2026-01-04 12:20:54
ORD20250802000327,SKU0044,STORE013,Taobao,2025-08-02,186.98,1,USER00231,0,2026-01-01 21:35:35
ORD20250805000328,SKU0004,STORE015,JD,2025-08-05,2947.71,3,USER00003,0,2026-01-04 21:14:27
ORD20250407000329,SKU0033,STORE013,Douyin,2025-04-07,1429.96,3,USER00168,0,2026-01-07 02:40:12
ORD20251220000330,SKU0010,STORE016,Tmall,2025-12-20,419.00,1,USER00018,1,2026-01-10 13:41:19
ORD20250710000331,SKU0028,STORE012,WeChat,2025-07-10,592.66,1,USER00168,0,2026-01-10 23:42:59
ORD20250105000332,SKU0059,STORE010,WeChat,2025-01-05,1079.57,2,USER00230,0,2026-01-04 07:34:09
ORD20250629000333,SKU0031,STORE003,Tmall,2025-06-29,347.01,1,USER00130,0,2026-01-07 04:50:57
ORD20250414000334,SKU0015,STORE007,Douyin,2025-04-14,165.54,1,USER00090,1,2026-01-03 01:54:45
ORD20251127000335,SKU0002,STORE002,WeChat,2025-11-27,236.24,2,USER00207,0,2026-01-03 11:30:24
ORD20250611000336,SKU0010,STORE001,WeChat,2025-06-11,490.66,1,USER00299,1,2026-01-10 00:30:00
ORD20250815000337,SKU0076,STORE004,Taobao,2025-08-15,1089.85,2,USER00014,0,2026-01-05 08:39:32
ORD20250813000338,SKU0062,STORE015,JD,2025-08-13,144.68,1,USER00063,1,2026-01-04 19:20:38
ORD20250614000339,SKU0027,STORE015,WeChat,2025-06-14,399.49,1,USER00216,1,2026-01-09 15:36:08
ORD20250914000340,SKU0011,STORE017,Taobao,2025-09-14,308.99,1,USER00178,0,2026-01-07 22:31:37
ORD20250910000341,SKU0032,STORE003,Tmall,2025-09-10,660.47,1,USER00050,0,2026-01-06 19:24:22
ORD20250921000342,SKU0047,STORE005,JD,2025-09-21,838.04,2,USER00283,0,2026-01-04 02:47:55
ORD20251229000343,SKU0046,STORE004,Tmall,2025-12-29,550.31,1,USER00187,0,2026-01-05 13:26:54
ORD20250326000344,SKU0031,STORE004,Tmall,2025-03-26,325.23,1,USER00274,1,2026-01-08 12:12:42
ORD20250825000345,SKU0048,STORE015,Douyin,2025-08-25,1617.30,3,USER00291,0,2026-01-06 17:23:09
ORD20251212000346,SKU0067,STORE018,JD,2025-12-12,649.64,2,USER00254,1,2026-01-03 19:56:18
ORD20250217000347,SKU0063,STORE001,Taobao,2025-02-17,795.74,1,USER00255,0,2026-01-03 11:34:07
ORD20250407000348,SKU0026,STORE015,WeChat,2025-04-07,116.66,1,USER00093,1,2026-01-06 10:48:37
ORD20250213000349,SKU0016,STORE019,Douyin,2025-02-13,33.82,1,USER00054,1,2026-01-05 03:47:46
ORD20250825000350,SKU0016,STORE018,PDD,2025-08-25,36.95,1,USER00076,0,2026-01-04 09:41:05
ORD20250215000351,SKU0069,STORE018,Taobao,2025-02-15,279.15,1,USER00070,1,2026-01-07 13:41:12
ORD20251005000352,SKU0009,STORE003,JD,2025-10-05,997.31,2,USER00150,0,2026-01-03 12:33:39
ORD20251201000353,SKU0007,STORE012,WeChat,2025-12-01,689.28,1,USER00244,0,2026-01-04 13:24:38
ORD20250414000354,SKU0012,STORE019,Douyin,2025-04-14,71.25,2,USER00040,0,2026-01-01 05:24:20
ORD20250119000355,SKU0080,STORE007,JD,2025-01-19,810.80,5,USER00235,0,2026-01-03 07:09:52
ORD20251025000356,SKU0044,STORE003,PDD,2025-10-25,199.47,1,USER00008,0,2026-01-01 08:56:56
ORD20251231000357,SKU0008,STORE003,PDD,2025-12-31,358.66,1,USER00149,1,2026-01-04 00:05:49
ORD20250407000358,SKU0004,STORE013,Douyin,2025-04-07,1783.64,2,USER00116,1,2026-01-10 03:01:29
ORD20250323000359,SKU0004,STORE004,JD,2025-03-23,915.26,1,USER00244,0,2026-01-03 03:44:17
ORD20251001000360,SKU0023,STORE020,JD,2025-10-01,735.12,1,USER00289,0,2026-01-09 13:47:17
ORD20250302000361,SKU0027,STORE010,Taobao,2025-03-02,538.84,1,USER00076,0,2026-01-01 12:41:55
ORD20250404000362,SKU0074,STORE007,Taobao,2025-04-04,726.63,3,USER00016,1,2026-01-04 11:52:54
ORD20250604000363,SKU0013,STORE017,Taobao,2025-06-04,2451.99,3,USER00291,0,2026-01-07 06:31:24
ORD20250117000364,SKU0052,STORE001,JD,2025-01-17,1952.60,4,USER00052,1,2026-01-01 14:52:59
ORD20250209000365,SKU0050,STORE013,WeChat,2025-02-09,1633.82,2,USER00142,0,2026-01-03 08:17:36
ORD20251022000366,SKU0022,STORE019,PDD,2025-10-22,627.74,1,USER00093,1,2026-01-07 18:36:17
ORD20250819000367,SKU0020,STORE014,PDD,2025-08-19,544.92,4,USER00198,0,2026-01-08 00:05:56
ORD20251225000368,SKU0034,STORE017,Tmall,2025-12-25,436.51,2,USER00266,1,2026-01-07 00:26:01
ORD20250129000369,SKU0037,STORE003,JD,2025-01-29,460.51,1,USER00226,1,2026-01-06 01:00:14
ORD20250606000370,SKU0025,STORE016,WeChat,2025-06-06,840.10,1,USER00236,0,2026-01-03 18:46:57
ORD20250326000371,SKU0038,STORE010,Tmall,2025-03-26,438.39,1,USER00160,0,2026-01-06 07:44:11
ORD20251217000372,SKU0062,STORE006,Taobao,2025-12-17,410.01,2,USER00285,0,2026-01-02 19:01:33
ORD20251014000373,SKU0045,STORE019,Tmall,2025-10-14,152.28,1,USER00233,1,2026-01-04 11:30:49
ORD20250923000374,SKU0078,STORE017,PDD,2025-09-23,828.50,1,USER00005,0,2026-01-03 12:41:38
ORD20250914000375,SKU0036,STORE015,PDD,2025-09-14,1761.80,2,USER00223,1,2026-01-09 14:56:41
ORD20250923000376,SKU0016,STORE010,Douyin,2025-09-23,74.11,3,USER00181,1,2026-01-10 15:09:44
ORD20250105000377,SKU0048,STORE018,Taobao,2025-01-05,982.30,2,USER00183,0,2026-01-04 13:23:49
ORD20251129000378,SKU0063,STORE020,WeChat,2025-11-29,832.81,1,USER00206,0,2026-01-06 23:28:46
ORD20251031000379,SKU0017,STORE012,JD,2025-10-31,855.82,2,USER00200,0,2026-01-08 16:47:05
ORD20250613000380,SKU0001,STORE003,Taobao,2025-06-13,146.02,1,USER00212,0,2026-01-02 12:31:50
ORD20251231000381,SKU0058,STORE008,Tmall,2025-12-31,559.19,1,USER00237,1,2026-01-01 05:23:21
ORD20250528000382,SKU0046,STORE019,PDD,2025-05-28,465.70,1,USER00192,1,2026-01-04 13:34:40
ORD20250820000383,SKU0035,STORE002,JD,2025-08-20,766.23,1,USER00226,1,2026-01-04 13:09:45
ORD20250218000384,SKU0073,STORE011,JD,2025-02-18,1389.16,3,USER00121,0,2026-01-07 13:34:46
ORD20250401000385,SKU0038,STORE016,Tmall,2025-04-01,449.37,1,USER00029,0,2026-01-09 12:32:19
ORD20250611000386,SKU0036,STORE011,JD,2025-06-11,1497.86,2,USER00207,1,2026-01-06 08:47:13
ORD20250927000387,SKU0019,STORE009,JD,2025-09-27,237.20,1,USER00072,1,2026-01-01 12:11:02
ORD20250704000388,SKU0033,STORE009,Taobao,2025-07-04,410.65,1,USER00283,1,2026-01-07 15:16:18
ORD20250121000389,SKU0055,STORE004,Taobao,2025-01-21,696.70,1,USER00248,1,2026-01-05 01:35:07
ORD20250414000390,SKU0075,STORE020,JD,2025-04-14,1777.54,2,USER00207,0,2026-01-04 05:53:47
ORD20250709000391,SKU0012,STORE008,JD,2025-07-09,72.46,2,USER00015,0,2026-01-04 02:09:24
ORD20250203000392,SKU0056,STORE018,Taobao,2025-02-03,55.66,1,USER00191,0,2026-01-08 11:39:48
ORD20250909000393,SKU0065,STORE014,Douyin,2025-09-09,2109.09,4,USER00044,0,2026-01-02 11:37:22
ORD20250513000394,SKU0012,STORE002,Taobao,2025-05-13,40.14,1,USER00026,0,2026-01-10 15:47:36
ORD20251024000395,SKU0079,STORE016,Douyin,2025-10-24,57.82,2,USER00026,1,2026-01-01 09:59:33
ORD20250105000396,SKU0022,STORE002,Douyin,2025-01-05,695.58,1,USER00124,0,2026-01-02 02:13:14
ORD20250929000397,SKU0061,STORE007,Douyin,2025-09-29,74.38,1,USER00140,0,2026-01-07 15:26:27
ORD20250511000398,SKU0039,STORE001,Taobao,2025-05-11,413.61,3,USER00142,0,2026-01-03 06:55:24
ORD20251209000399,SKU0034,STORE016,Tmall,2025-12-09,272.30,1,USER00052,0,2026-01-03 07:50:44
ORD20250201000400,SKU0002,STORE008,Taobao,2025-02-01,569.33,5,USER00249,0,2026-01-03 23:46:03
ORD20250214000401,SKU0043,STORE005,JD,2025-02-14,369.53,1,USER00172,0,2026-01-04 02:46:42
ORD20251123000402,SKU0028,STORE009,PDD,2025-11-23,2020.09,3,USER00138,0,2026-01-02 09:55:01
ORD20250418000403,SKU0060,STORE009,Taobao,2025-04-18,139.43,1,USER00140,0,2026-01-09 18:02:37
ORD20251221000404,SKU0037,STORE004,Douyin,2025-12-21,454.00,1,USER00265,0,2026-01-06 11:57:48
ORD20250226000405,SKU0034,STORE003,Taobao,2025-02-26,699.49,3,USER00271,1,2026-01-03 19:57:59
ORD20251229000406,SKU0075,STORE012,Taobao,2025-12-29,979.46,1,USER00107,0,2026-01-05 00:58:28
ORD20251107000407,SKU0061,STORE013,Taobao,2025-11-07,150.83,2,USER00221,0,2026-01-10 09:21:21
ORD20250816000408,SKU0013,STORE019,Tmall,2025-08-16,725.52,1,USER00089,1,2026-01-02 05:26:28
ORD20251127000409,SKU0070,STORE005,JD,2025-11-27,1590.32,2,USER00268,0,2026-01-02 23:44:27
ORD20250827000410,SKU0049,STORE020,JD,2025-08-27,487.37,1,USER00129,0,2026-01-06 05:05:03
ORD20250207000411,SKU0042,STORE009,JD,2025-02-07,1752.00,3,USER00226,0,2026-01-01 02:19:45
ORD20251105000412,SKU0052,STORE020,PDD,2025-11-05,1339.19,2,USER00211,0,2026-01-06 20:33:35
ORD20250227000413,SKU0001,STORE018,JD,2025-02-27,850.74,5,USER00176,0,2026-01-08 11:00:46
ORD20251211000414,SKU0070,STORE003,PDD,2025-12-11,1600.59,2,USER00092,0,2026-01-03 22:48:58
ORD20250209000415,SKU0040,STORE019,WeChat,2025-02-09,1947.72,2,USER00057,0,2026-01-04 11:01:49
ORD20251223000416,SKU0066,STORE016,JD,2025-12-23,1617.55,2,USER00214,0,2026-01-02 23:11:34
ORD20251211000417,SKU0036,STORE011,Taobao,2025-12-11,2404.26,3,USER00067,0,2026-01-05 12:37:46
ORD20251022000418,SKU0020,STORE008,Taobao,2025-10-22,296.72,2,USER00129,0,2026-01-02 19:23:52
ORD20250807000419,SKU0009,STORE016,Tmall,2025-08-07,1809.74,4,USER00041,1,2026-01-08 00:08:34
ORD20251013000420,SKU0002,STORE003,JD,2025-10-13,116.46,1,USER00138,0,2026-01-09 07:54:46
ORD20250626000421,SKU0028,STORE004,Tmall,2025-06-26,671.97,1,USER00160,0,2026-01-07 11:13:41
ORD20251221000422,SKU0057,STORE008,Taobao,2025-12-21,1895.63,3,USER00067,0,2026-01-01 10:23:14
ORD20250401000423,SKU0045,STORE006,Tmall,2025-04-01,202.99,1,USER00255,0,2026-01-08 13:24:46
ORD20250901000424,SKU0051,STORE004,JD,2025-09-01,496.86,1,USER00248,1,2026-01-09 02:16:58
ORD20250116000425,SKU0066,STORE014,Taobao,2025-01-16,714.09,1,USER00256,0,2026-01-07 08:46:12
ORD20250702000426,SKU0039,STORE007,JD,2025-07-02,132.36,1,USER00241,0,2026-01-01 20:28:09
ORD20250329000427,SKU0054,STORE009,Taobao,2025-03-29,1549.71,2,USER00068,0,2026-01-10 16:38:42
ORD20250326000428,SKU0064,STORE012,JD,2025-03-26,962.77,1,USER00018,0,2026-01-05 10:24:22
ORD20250828000429,SKU0015,STORE012,PDD,2025-08-28,176.15,1,USER00274,0,2026-01-07 09:09:24
ORD20251119000430,SKU0037,STORE019,Taobao,2025-11-19,1524.17,3,USER00006,0,2026-01-06 07:50:57
ORD20251026000431,SKU0009,STORE009,PDD,2025-10-26,507.47,1,USER00259,0,2026-01-10 17:50:15
ORD20250129000432,SKU0020,STORE009,JD,2025-01-29,268.50,2,USER00264,0,2026-01-09 23:36:53
ORD20250924000433,SKU0026,STORE013,JD,2025-09-24,308.66,2,USER00065,0,2026-01-06 05:46:27
ORD20251111000434,SKU0025,STORE004,Douyin,2025-11-11,3361.30,4,USER00289,0,2026-01-09 07:41:45
ORD20250417000435,SKU0037,STORE011,PDD,2025-04-17,462.77,1,USER00128,0,2026-01-09 23:18:39
ORD20250713000436,SKU0080,STORE015,Taobao,2025-07-13,295.71,2,USER00033,0,2026-01-03 06:15:36
ORD20250827000437,SKU0047,STORE007,Taobao,2025-08-27,893.59,3,USER00129,1,2026-01-01 10:52:31
ORD20250903000438,SKU0035,STORE014,Taobao,2025-09-03,3308.36,4,USER00009,0,2026-01-06 22:38:22
ORD20250413000439,SKU0034,STORE004,Taobao,2025-04-13,582.74,3,USER00115,1,2026-01-05 13:51:44
ORD20250429000440,SKU0003,STORE008,JD,2025-04-29,930.28,1,USER00240,0,2026-01-05 09:24:20
ORD20250606000441,SKU0079,STORE014,PDD,2025-06-06,30.46,1,USER00166,0,2026-01-05 10:23:39
ORD20250922000442,SKU0059,STORE007,Taobao,2025-09-22,1476.96,3,USER00119,1,2026-01-10 07:51:38
ORD20250716000443,SKU0069,STORE004,Tmall,2025-07-16,368.08,1,USER00104,0,2026-01-08 08:12:07
ORD20250812000444,SKU0026,STORE009,JD,2025-08-12,157.91,1,USER00015,0,2026-01-01 17:28:00
ORD20250226000445,SKU0050,STORE017,Taobao,2025-02-26,1314.20,2,USER00170,1,2026-01-01 03:42:52
ORD20250818000446,SKU0056,STORE002,Tmall,2025-08-18,195.96,3,USER00115,0,2026-01-03 21:38:15
ORD20251202000447,SKU0022,STORE011,Douyin,2025-12-02,828.74,1,USER00253,0,2026-01-04 10:07:58
ORD20250419000448,SKU0080,STORE016,Taobao,2025-04-19,130.89,1,USER00294,1,2026-01-01 20:22:34
ORD20250902000449,SKU0039,STORE005,Tmall,2025-09-02,132.26,1,USER00203,0,2026-01-09 11:37:25
ORD20250318000450,SKU0030,STORE001,Taobao,2025-03-18,1619.83,2,USER00211,0,2026-01-10 03:48:56
ORD20250502000451,SKU0007,STORE010,Douyin,2025-05-02,599.15,1,USER00184,0,2026-01-07 04:45:39
ORD20251122000452,SKU0006,STORE007,JD,2025-11-22,1103.29,2,USER00294,0,2026-01-07 05:11:07
ORD20250930000453,SKU0044,STORE006,JD,2025-09-30,527.87,3,USER00028,0,2026-01-08 03:58:57
ORD20250825000454,SKU0009,STORE018,Tmall,2025-08-25,1123.47,2,USER00071,0,2026-01-08 05:45:42
ORD20251219000455,SKU0044,STORE012,JD,2025-12-19,333.06,2,USER00014,1,2026-01-09 01:46:42
ORD20250818000456,SKU0054,STORE007,Douyin,2025-08-18,675.89,1,USER00169,1,2026-01-09 20:42:23
ORD20250310000457,SKU0041,STORE011,Douyin,2025-03-10,779.83,1,USER00085,1,2026-01-03 22:26:37
ORD20250724000458,SKU0071,STORE002,JD,2025-07-24,317.52,1,USER00235,1,2026-01-07 17:44:20
ORD20250226000459,SKU0061,STORE009,JD,2025-02-26,78.70,1,USER00177,0,2026-01-06 09:24:39
ORD20250416000460,SKU0074,STORE020,JD,2025-04-16,1015.30,4,USER00113,1,2026-01-10 12:45:53
ORD20250720000461,SKU0067,STORE009,JD,2025-07-20,870.82,2,USER00053,0,2026-01-02 21:58:22
ORD20250209000462,SKU0014,STORE008,WeChat,2025-02-09,251.27,2,USER00278,1,2026-01-02 16:29:39
ORD20250226000463,SKU0011,STORE012,Tmall,2025-02-26,310.48,1,USER00009,1,2026-01-09 10:32:54
ORD20250706000464,SKU0073,STORE016,JD,2025-07-06,372.67,1,USER00231,1,2026-01-05 08:02:19
ORD20250225000465,SKU0015,STORE019,Douyin,2025-02-25,189.29,1,USER00063,0,2026-01-04 07:22:43
ORD20251114000466,SKU0019,STORE013,WeChat,2025-11-14,274.74,1,USER00110,0,2026-01-06 18:33:09
ORD20251116000467,SKU0009,STORE001,Taobao,2025-11-16,2134.73,4,USER00212,0,2026-01-09 22:35:40
ORD20251101000468,SKU0038,STORE003,Taobao,2025-11-01,439.19,1,USER00093,1,2026-01-01 21:18:36
ORD20250620000469,SKU0017,STORE014,Taobao,2025-06-20,401.96,1,USER00236,0,2026-01-02 12:41:33
ORD20250602000470,SKU0011,STORE011,WeChat,2025-06-02,1227.06,4,USER00112,1,2026-01-07 08:42:45
ORD20250901000471,SKU0011,STORE016,Douyin,2025-09-01,338.60,1,USER00203,0,2026-01-01 21:21:27
ORD20251126000472,SKU0038,STORE020,JD,2025-11-26,1012.71,2,USER00215,0,2026-01-07 21:00:15
ORD20250422000473,SKU0049,STORE015,Taobao,2025-04-22,502.98,1,USER00214,0,2026-01-05 09:19:48
ORD20250314000474,SKU0034,STORE010,Taobao,2025-03-14,238.94,1,USER00249,0,2026-01-01 12:08:33
ORD20250227000475,SKU0029,STORE009,JD,2025-02-27,42.20,1,USER00075,0,2026-01-10 20:12:42
ORD20250313000476,SKU0007,STORE013,JD,2025-03-13,1283.77,2,USER00141,0,2026-01-07 14:20:15
ORD20250619000477,SKU0046,STORE015,PDD,2025-06-19,2252.75,4,USER00263,0,2026-01-04 03:16:39
ORD20250301000478,SKU0064,STORE018,Tmall,2025-03-01,741.60,1,USER00261,1,2026-01-08 01:27:29
ORD20250209000479,SKU0044,STORE018,Taobao,2025-02-09,131.84,1,USER00264,1,2026-01-07 01:13:43
ORD20250509000480,SKU0080,STORE005,JD,2025-05-09,160.41,1,USER00095,0,2026-01-09 02:48:13
ORD20250130000481,SKU0078,STORE003,Tmall,2025-01-30,761.53,1,USER00028,0,2026-01-03 00:36:00
ORD20250312000482,SKU0046,STORE019,Tmall,2025-03-12,495.25,1,USER00221,0,2026-01-01 01:40:46
ORD20250314000483,SKU0018,STORE005,JD,2025-03-14,4234.76,5,USER00177,0,2026-01-06 00:31:24
